Mod:Item:MetaData, Localized Name
thaumicaugmentation:impetus_generator, Генератор имульса
thaumicaugmentation:stability_field_generator, Генератор поля стабильности
thaumicaugmentation:impetus_gate, Ворота импульса
thaumicaugmentation:stairs_ancient, Древние каменные ступеньки
thaumicaugmentation:slab:0, Древняя каменная плита
thaumicaugmentation:stairs_eldritch_tile, Потусторонние каменные ступеньки
thaumicaugmentation:bars:0, Древние прутья
thaumicaugmentation:fortified_glass, Укрепленное стекло 
thaumicaugmentation:fortified_glass_pane, Укрепленная стеклянная панель
thaumicaugmentation:starfield_glass:0, Звёздное стекло (Разлом)
thaumicaugmentation:starfield_glass:1, Звёздное стекло (Пространственный фрактал)
thaumicaugmentation:starfield_glass:2, Звёздное стекло (Магическое зеркало)
thaumicaugmentation:capstone:0, Потусторонний камень
thaumicaugmentation:capstone:1, Древний камень
thaumicaugmentation:capstone:2, Потусторонний алтарь
thaumicaugmentation:capstone:3, Древний алтарь
thaumicaugmentation:strange_crystal, Странный Кристалл
thaumicaugmentation:crab_vent, Покрытое коркой Отверстие
thaumicaugmentation:eldritch_lock:0, Потусторонний замок
thaumicaugmentation:eldritch_lock:1, Потусторонний замок
thaumicaugmentation:eldritch_lock:2, Потусторонний замок
thaumicaugmentation:eldritch_lock:3, Потусторонний замок
thaumicaugmentation:eldritch_lock_impetus, Потусторонний замок
thaumicaugmentation:button_greatwood, Кнопка из великого дерева
thaumicaugmentation:button_silverwood, Кнопка из серебряного дерева
thaumicaugmentation:button_arcane_stone, Кнопка из мистического камня
thaumicaugmentation:warded_button_greatwood, Мистическая кнопка магического дерева
thaumicaugmentation:warded_button_silverwood, Мистическая кнопка серебряного дерева
thaumicaugmentation:warded_button_arcane_stone, Мистическая кнопка мистического камня
thaumicaugmentation:pressure_plate_greatwood, Нажимная плита великого дерева
thaumicaugmentation:pressure_plate_silverwood, Нажимная плита серебряного дерева
thaumicaugmentation:pressure_plate_arcane_stone, Нажимная плита мистического камня
thaumicaugmentation:warded_pressure_plate_greatwood, Мистическая нажимная плита великого дерева
thaumicaugmentation:warded_pressure_plate_silverwood, Мистическая нажимная плита серебряного дерева
thaumicaugmentation:warded_pressure_plate_arcane_stone, Мистическая нажимная плита мистического камня
thaumicaugmentation:urn:0, Обычная урна
thaumicaugmentation:urn:1, Необычная урна
thaumicaugmentation:urn:2, Редкая урна
thaumicaugmentation:item_grate, Item Grate
thaumicaugmentation:glass_tube, Glass Essentia Tube
thaumicaugmentation:impetus_creative:0, Creative Impetus Source
thaumicaugmentation:impetus_creative:1, Creative Impetus Sink
thaumicaugmentation:gauntlet:0, Таумиевая перчатка заклинателя
thaumicaugmentation:gauntlet:1, Пустотная перчатка заклинателя
thaumicaugmentation:material:0, Фильтр ВИС-Регенератора
thaumicaugmentation:material:1, Защитный символ
thaumicaugmentation:material:2, Связанные механизмы
thaumicaugmentation:material:3, Импульсная ячейка
thaumicaugmentation:material:4, Основа ремня
thaumicaugmentation:material:5, Камень импульса
thaumicaugmentation:seal_copier, Репликатор печатей
thaumicaugmentation:arcane_door:0, Великодревесная тайная дверь
thaumicaugmentation:arcane_door:1, Таумиевая тайная дверь
thaumicaugmentation:arcane_door:2, Серебрянодревесная тайная дверь
thaumicaugmentation:key:0, Железный ключ
thaumicaugmentation:key:1, Латунный ключ
thaumicaugmentation:key:2, Таумиевый ключ
thaumicaugmentation:void_boots, Сапоги Странника
thaumicaugmentation:rift_seed:0, Семя Выброса
thaumicaugmentation:rift_seed:0, Семя Выброса
thaumicaugmentation:rift_seed:1, Семя Выброса
thaumicaugmentation:rift_seed:1, Семя Выброса
thaumicaugmentation:augment_caster_rift_energy_storage, Импульсный проводник
thaumicaugmentation:fracture_locator:0, Локатор изломов
thaumicaugmentation:augment_builder_power:0, Модификатор: Опыт
thaumicaugmentation:augment_builder_power:0, Модификатор: Элемент
thaumicaugmentation:augment_builder_power:0, Модификатор: Мир
thaumicaugmentation:augment_builder_power:0, Модификатор: Ад
thaumicaugmentation:augment_builder_power:0, Модификатор: Край
thaumicaugmentation:augment_builder_power:0, Модификатор: Пустота
thaumicaugmentation:augment_builder_power:0, Модификатор: Безумие
thaumicaugmentation:augment_builder_effect:0, Кристалл эффекта: Сила линзы
thaumicaugmentation:augment_builder_effect:0, Кристалл эффекта: Скорость применения
thaumicaugmentation:augment_builder_effect:0, Кристалл эффекта: Уменьшитель стоимости ВИС
thaumicaugmentation:morphic_tool, Морфический инструмент 
thaumicaugmentation:primal_cutter:0, Первичный резак
thaumicaugmentation:primal_cutter:0, Первичный резак
thaumicaugmentation:rift_jar:0, Укрепленная банка
thaumicaugmentation:rift_jar:0, Разлом в банке
thaumicaugmentation:impetus_mirror:0, Зеркало имульса
thaumicaugmentation:impetus_linker:0, Импульсный резонатор
thaumicaugmentation:biome_selector:0, Линза биома
thaumicaugmentation:biome_selector:0, Линза биома
thaumicaugmentation:biome_selector:0, Линза биома
thaumicaugmentation:biome_selector:0, Линза биома
thaumicaugmentation:biome_selector:0, Линза биома
thaumicaugmentation:biome_selector:0, Линза биома
thaumicaugmentation:biome_selector:0, Линза биома
thaumicaugmentation:biome_selector:0, Линза биома
thaumicaugmentation:biome_selector:0, Линза биома
thaumicaugmentation:biome_selector:0, Линза биома
thaumicaugmentation:biome_selector:0, Линза биома
